id,sentence,label
257,in this section i shortly describe danish third person personal and possessive pronouns and demonstrative pronouns .,0
258,then : we hypothesize that if word i is a 33 ( h ) . x x i . ~e . nt ! e_ve [ .,0
259,the evaluation function of terminals is actually a constant function whose return value is the value to which the terminal has been bound .,0
260,"language models are important post-processing modules to improve recognition accuracy of a wide variety of input , namely speech recognition ( balh et al . , 1983 ) , handwritten recognition ( elliman and lancaster , 1990 ) and printed character recognition ( sun , 1991 ) , for many human languages .",1
261,"( ahonen , 1995 ) uses a method to build document instances from tagged texts that consists of a deterministic finite automaton for each context model .",0
262,the philosophy behind the design of hownet is'its ontological view that all physical and non-physical matters undergo a continual process of motion and change in a specific space and time .,0
263,"the predicates in boldface in the two examples above indicate the overlap with the ideal answer : 3 for ( 1 ) , and 2 for ( 2 ) .",0
264,tm3 simply hosts the whole collection of aligned bilingual types of documents in the corpus beyond our interest ( trados translator ' s work . . . . . .,0
265,precision ( p ) is the percentage of the predicted documents for a given category that are classifted correctly .,1
266,a dialogue manager facilitates the negotiation of parameter values between a user and an sds .,1
267,"tm2 specifically stores a type of translation segment class , which we have tagged < segl > , < seg2 > . . . < segn > , < title > and < rs > , and which is relevant to the dtd .",0
268,"4. the principle of superiority : when matching a pair of discourse markers for a rhetorical relation , priority is given to the inter-sentence relation whose back discourse marker matched with the first word of a sentence .",1
269,the structure reflects the choices made by the author during the top-down stepwise refinement of the document under control of a dtd grammar .,0
270,the block-based dependency parsing strategy is a novel integration of phrase structure partial approach and dependency parsing approach .,1
271,"in fact , the criteria regarding language style may differ for each search and therefore due to the large number of texts there is a requirement to perform style categorisation in an automated manner .",0
